,review_content,rating
223,  The packaging was very bad. The chip adapter/reader was broken while I opened the packet. The Micro SD Card is working perfectly  .,3.0 out of 5 stars
224,"  read and write is slower especially when it is getting full. I have around 5 GB left, and the reading and writing tend to be slower. Doesn't suit realme devices.",1.0 out of 5 stars
225,  I got this product well below the price offered by other websites incl. local shops. Products seems to be okay.,3.0 out of 5 stars
226,  This sd card are very good and the receiving and transfering speed is also fast overall good sd card..,4.0 out of 5 stars
227,"  The product was as same and of original quality as shown in the pictures,with true description.Although, the price is a little high for this,but overall it is good.Also we get a free adapter that is card reader with it,which is mostly not given by shopkeepers ,when you buy it online.An original Samsung product.👍",5.0 out of 5 stars
228,"  Using it for over an year now, still no issues.The speed is same, as specified, both read n write is perfect. I am very satisfied with this product.I already recommended it to my friends, they are also happy with the product.Highly recommended if one is interested to buy this memory card.",5.0 out of 5 stars
229,  Fully and 100% original product. Read and write speeds are fully same as pinted on the product package and in image. I am attaching a image showing that it is a genuine Samsung sd card.,5.0 out of 5 stars
230,  Worst product as card received as replacement  is also giving slow performance.Even we use as portable.. it gives slow response of data copyCopied data after spending huge time.. it stopped detecting in phone and laptop and it gives error to format again..Bad experience with such costly SD card.,1.0 out of 5 stars
231,"  Using Samsung EVO Micro SD cards for years now without issue.Only once it failed (out of 5 cards), and was replaced under warranty.Satisfied with the price and performance.",5.0 out of 5 stars
232,  18/1/2019Be careful. I trust Samsung so when it was on offer i bought 2 sd cards. But sadly one got corrupted after few days i lost all my files that were saved on the sd card. The other one is working fine. Thank you,3.0 out of 5 stars
233,  Bought in bargain deal. Overall satisfied. Quick first use on my Samsung mobile. Copy-paste transfer speeds 24-25mb/s on Sd card.,5.0 out of 5 stars
234,"  Well I like Samsung Memory Cards from a Long time , This is a Decent Product too . It was valued at 1300 something when I bought this before 2-3 months back but , Now the Price of this went so Down",4.0 out of 5 stars
235,  Came with an included adaptor. Genuine Samsung Hologram affixed.,5.0 out of 5 stars
236,  Three star just because I used this Card with Redmi 4A and after two months it is not read by device. Though it is usable with card reader but leave me disappointed somewhere. Don't understand the exact reason why it stopped work with phone. Otherwise good to have it.,2.0 out of 5 stars
237,"  At first Thanks Cloudtail India & Amazon both to make such deal . Obviously a Awesome product from Samsung . This is the cheapest price for a 32GB MMC . Speed is OK . Adapter Built quality is also good .I Love to buy from Amazon .One more thing , Why are you not using Speed Post for shipping as earlier . It provide the best service in my area . Thanks .",5.0 out of 5 stars
238,  PROS -COMPATIBLE WITH EVERY ANDROID MOBILE .BUILT UP QUALITY GOOD .NOT EFFECTED BY X RAYS .SPACE AVAILABLE IS AS GIVEN IN DESCRIPTION .CONS -SPEED IS AVERAGE,4.0 out of 5 stars
239,"  I have used many samsung micro SD cards , and none of them have ever died , so you can anyday spend little extra on this one as compared with the competitor",5.0 out of 5 stars
240,"  Although the capacity of the micro sd is rated at 64 GB, it can take in only 59.5 GB. Where are the remaining 4.5 GB gone. The system files do not necessarily occupy more than 500 Mbs. Otherwise the Sd card is good, fast and in good shape.",5.0 out of 5 stars
241,"  I got it for 379 Rs wth no cashback or offer. It is good , comes with an adapter also. The card had only 20mb occupied when I first put it in my phone. It means it gives almost 32 gb storage capacity intact. Lot better than SanDisk.",5.0 out of 5 stars
242,  This is a 'Made in China' product. Please highlight the product origin in the product details. I would like to boycott the Chinese stuff all together.,1.0 out of 5 stars
243,  Awesome product bought in amazon prime day sale at 749.Copied 1.4 GB file from my laptop to SD CARD write speed 31MBPSRead Speed 81MBPS,5.0 out of 5 stars
244,  Dont even buy it. It got delivered without memory card only with adapter.,1.0 out of 5 stars
245,  In my honest opinion both this and sandisc ultra are the best memory cards (exept for gopros) avilable at the market for a reasonable price.Whenever  i need one i just check the price of both and select the cheaper one at that time,5.0 out of 5 stars
246,  Fast read and write speed. If u r taking high resolution pics and videos u don't want to waste time to copy it to ur system for edit or to relish ur work,5.0 out of 5 stars
247,"  , it's average product not good or excellent. It's not high speed (it's mentioned but not true) it's just increses storage. If you're looking for a quality product (I mean for a quality video and pictures and others speed related) definitely it's not for you. If you want normal + speed and only big storage then go for it's",3.0 out of 5 stars
248,  class 10 - U3 type micro sd card is suitable to record HD videos to the memory card without any interruptions.great pdtexcellant data transfer speedvalue fr moneyreliable brand,5.0 out of 5 stars
249,"  When I typed serial number in Samsung website to check warranty/ registeration, it shows invalid. Is it not original?",1.0 out of 5 stars
250,"  Quite impressive, Samsung is one of the best in memory department and R & D of course. Overall experience is good, what I wasn't expecting is almost more than 5 times the transfer rate of standard class 10 card with grade 1, this is 3 more power to you.",4.0 out of 5 stars
251,"  After opening the package there was no memory card inside it. I have cctv footage of above,what should I do?",1.0 out of 5 stars
252,  AWESOME..ITS GRADE 3 AND ITS WRITING SPEED IS VERY GOOD..write speed via Adapter used directly in computer gives a writing speed maximum of 57.1Mbps..Average speed is 52 mbps..Much faster than other according to price,5.0 out of 5 stars
253,"  I got this in prime day around 1.3k for my Samsung tablet A, This is bang for buck.Pros1-read write speeds are quite good, I get around 40mb/s or more.2-provide extra card holder for laptop3-storage is nice for the money and speedCons -noneMe: The best SD card you can buy",5.0 out of 5 stars
254,  Everytime After restarting mobile it take small time to show in file explorer and it show notification also checking sd card in statusbar...I think it is only due to heavy storage..I got 119 gb usable in my 128 gb sd card..,5.0 out of 5 stars
255,  Wonderful SD card. Providing a very fast data transfer. Have switched most applications and data on this card thus freeing up phone's memory which has improved phone's performance greatly,5.0 out of 5 stars
256,"  Very nice service by Samsung, after putting it in wallet it was not working so I got it replaced very easily from the service centre. Have to be careful when not using",5.0 out of 5 stars
257,  I had used Samsung memory card before.. And it was not having any problems. Sandisk and Samsung both are same.. And day to day life u won't notice any difference when it comes to speed and blah blah... Its a 32 gb memory card and serves the purpose.,5.0 out of 5 stars
258,  This was a decent SD Card that worked fine for couple months. Thankfully all the data i have had was Whatsapp media which was backed up too. So no loss of recovering or loosing the data.,3.0 out of 5 stars
259,  Got..the original product.....thanks to Amazon.....one thing read speed was mentioned 80MBPS but..it was actually 60....which is not at all a prblm.Another good product by Amazon....go for it..if u r looking for some nice sd card,4.0 out of 5 stars
260,  the fastest sd card that i ever used. transfers GBs of files from sd to internal memory and vice versa within seconds. no lagging problem. have nothing much to say. product is just perfect. a bit pricy but worth the buy. the pleasure of smooth functioning compensates for the pricyness.,5.0 out of 5 stars
261,  good quality memory card. this company memory card I used last 4 years. i already 2 memory card Samsung EVO plus Grade Class 10. but no issue find. its speed may be very in phone due to different phone company. but over all i satisfied from this product.,5.0 out of 5 stars
262,"  Best memory card in the price to be used as internal storage configuration of android 6 marshmallow. Good speed, ease to install and comes with an adapter to be used in other electronics.Warning if you use the card as internal memory for Android marshmallow then kindly update your card data to data storage site or any  other device as you have to format it when using it in other device. Not a problem with this card is common to all cards as it's marshmallow's problem",5.0 out of 5 stars
263,"  Even thought it's with class 1, with 95 MB/Second of transfer rate it is not suitable for budget. The brand only holds the price even thought you can get half the price down in other local brands; More over now a days there is no in need of memory card in mobile storage as it comes with in-built but still the price has not fallen down.",5.0 out of 5 stars
264,  Superb by Samsung...I record all my 4K videos only on Samsung memory cards bcz the speed writing is marvellous as mentioned by manufacturer.Thank u amazon.,5.0 out of 5 stars
265,"  First of all don't believe those comments who told or showed low write speed, they used 2.0 card reader to check the speed but they don't know the maximum speed of USB 2.0 is less than 30 Mbps.The card is very good, the read speed is lower than advertised but what we mainly need is write speed which is much higher.My my opinion its a great sd card for DSLRs or Action Cameras.",5.0 out of 5 stars
266,  Almost a year since I bought this card & I have absolutely no complaints about its performance.A must buy if your internal memory is less.,5.0 out of 5 stars
267,"  Everything is good only copy speed is little less huge files take lots of time,and storage capacity should be more not to be less than 125 gs there is 119gb available only.",4.0 out of 5 stars
268,  The product seal was already opened. It looks like either it was used card..,1.0 out of 5 stars
269,"  This is the original memory card of Samsung company, according to the price, it is a bit more, I thought it was about 800 rupees. Its installation is very easy. In this you get about 15gb of storage and its",4.0 out of 5 stars
270,  It didn't seem to be as fast as they claim it to be.,3.0 out of 5 stars
271,  I am happy I purchased this product. Very convenient to use. I could install it smoothly on my mobile. Performing excellently. Price very reasonable. Capacity as promised.,5.0 out of 5 stars
272,  Superb performance. Consistent transfer rate of 17.5 Mbps on USB 2.0 interface. It took 2m 55s to copy a 3GB file to the card. Very much satisfied.,5.0 out of 5 stars
273,  High speed Micro memory card... SAMSUNG Option is best. Don't buy just for space... Read before buying spurious 128GB micro Rams... Look for the specifications of this kind of 128 gb ONLY.,5.0 out of 5 stars
274,  I love it it is very good..Because if you purchase other companies SD card's that is not use longer special large SD card like 32 64 128 Samsung Evo Plus is great...,5.0 out of 5 stars
275,  It's best SD card but after a year it does not work i format in phone doesn't respond and try 2-3 another smart phone not respond then i format by laptop it work and after getting mobile switch off and on it is again full how did i permanent format this card please tell me otherwise it is better card.,3.0 out of 5 stars
276,  Excellent Takes care of my dashcam needs. stores upto one week video of my dashcam.,5.0 out of 5 stars
277,"  I am using  128GB variant in my SAMSUNG  GALAXY A50. Out of 128 GB, available  memory  is 119GB. Transfer speed is really fast.",5.0 out of 5 stars
278,"  got upto 40mbps data transfer speed , using it for 2k and 4k recording from action cam. still need to test it more.came with adapter so liked it even more.",4.0 out of 5 stars
279,"  I have received genuine product, now a days it is difficult to get original product from market. Searched a lot finally decided to take online and now Happy with this .",5.0 out of 5 stars
280,  This micro sd card is a very usefull product for you phone storage.I felt the price for it is a little on the higher side.,5.0 out of 5 stars
281,"  Good quality, awesome speed write and read speed are similar to mentioned in SPEC. Happy to have this expandable memory card.Appreciate Amazon for such quicker delivery.",5.0 out of 5 stars
282,"  The capacity is only 477 gb, not 512 gb, as u can see in the screenshot attached.It is cheating.",1.0 out of 5 stars
283,  Product is Good... but product is not registered in original web site. Saying that no product on this serial number. I have to wait for some time to know is this product is original or duplicate based on working capability.,3.0 out of 5 stars
284,  Working perfectly... good speed .. files coping and moving in high speed...good product... correct time delivery and packing is good...,5.0 out of 5 stars
285,"  It is my second purchase of this item.And can say definitely *A Great Product*.It is reliable.Data Transfer rate, Build Quality and performance everything is great.That's why Five Star.",5.0 out of 5 stars
286,  32GB MicroSD Card. Received a genuine product. Installation is straight away easy. Read/Write Speed is fast as described in the details of the seller. Definitely recommend to friends and family.,5.0 out of 5 stars
287,  It is the best memory card from Samsung company. I have been using this memory card in my phone for more than 3 years and I am not facing any problem. So I ordered one more for my sister. The memory card transfer speed is very good and you can perform every task in the phone without loading.,5.0 out of 5 stars
288,  No complaints whatsoever with respect to the R/W speed of the SD card. I found the Samsung SD card to have a better life when compared to Sandisk (which becomes completely unusable and data loss in 2 years).,4.0 out of 5 stars
289,  Value for money product if you buy it from Amazon .In the locsl shop it's costly by 300-400rs.Data transfer speed is good.Transfered 7GB data from computer to this  SD card in 20-25min.,4.0 out of 5 stars
290,  My girlfriend (first relationship) was walking around with 2 GB MC card. I installed it to her phone. She was super happy about it.,5.0 out of 5 stars
291,"  Never ever buy Samsung memory card. If there is a problem in your memory card, then Samsung says that you will have to go to Lucknow or Ghaziabad by taking a bill of paper. Only then will your memory card be replaced. So that I suggest to all of you buy SanDisk memory instead of Samsung. Sanddisk provide us to best replacement services.",1.0 out of 5 stars
292,  Absolutely a great product from Samsung! 100 percent original product.Pros: 1:ultimate speed 95mb/s (I can copy 1 GB video folder from my phone to the sd card within 50seconds)2: Comes with an adaptor.3.10 years warranty.Cons: price Little bit high though compared with other products like HP...but transfer speed makes me to ignore thehigher price tag.,5.0 out of 5 stars
293,  I Got only 119 GB space in this. And online shows that it have 224 GB atleast .,1.0 out of 5 stars
294,"  BEST memory card i've ever used. I've tried the sandisk,Kingston and other companies but this is one is the best. Because it is grade 1 the speed is much faster than other lower end memory card.",5.0 out of 5 stars
295,"  Just after 12 days of use, error occurred, it automatically became 23GB CD card as 96GB memory space cant be used, showing 96GB as unallocated space!",1.0 out of 5 stars
296,"  As mentioned in the description, its opposite. it is not at all showing in phone of its existence. Total waste of money. Changed phones tried in 3 phones. But not showing any external memory card. Had to purchase another one. Samsung memory card not good & reliable as compared to others memory cards available in market.",1.0 out of 5 stars
297,  Works exelent no any single complaints. Samsung is the always best and dependable product that I believe. Far batter then all other storage devices even Seagate and wd too.,5.0 out of 5 stars
298,"  Best value for money. And read and write speeds are as advertised. Love it , been using it for for more than 4 months. Works excellently to this day. And it is original Samsung product not fake Chinese ones.",5.0 out of 5 stars
299,  Another amazing product from Amazon. Memory card is working properly. No issues occurred. Thank you and I would love to suggest it to others. Go for it!,5.0 out of 5 stars
300,  I m submitting my review today n i m using this memory card from more than1 year ...... n it is very good n working properly but ita speed is not that much is shown on the card...... but over all it is good,4.0 out of 5 stars
301,  Ok so first things firstThe packaging is the usual SamsungThe card is quite sturdyAnd the speed is extraordinaryI get 30-70 Mbps write on my mobile so yeahIt's a crazy lil monster 😂,5.0 out of 5 stars
302,"  I'm giving three Star to this card because of its not a true 128 gb, when I started using this card I realised that it's actually 119gb card.",3.0 out of 5 stars
303,"  Genuine Samsung Product.! The pack has a 3D hologram sticker. They have increased the thickness of the memory card. The read and write speed is really good. If you need a drive for high speed data transfer, buy this.Initially i got lower speed and thought that the card was damaged. After that i tried with diff. com ports and It worked properly",5.0 out of 5 stars
304,"  Ordered a class 10 90MBps memory card.Got delivered a cheap quality product. They just bought from a roadside vendor, wrapped it in pretty paper and delivered it.Doesn't match the spec and clearly looks fraudulent, even the paint job on the card looks something painted by a 3 year old.And it doesn't have a return option.Great job",1.0 out of 5 stars
305,  Samsung memory cards are always good. It has anti magnet protection which I like the most. If your memory card does not have this feature then there are the chances to get the data lost if you got too close to the magnet accidentally.,5.0 out of 5 stars
306,"  Read speed is unbelievable. Maximum 250MB/sec on my computer. Writing speed is also good.Update(14 months later):Stopped working, write protected.Tried many methods to remove write protection but none worked.",4.0 out of 5 stars
307,  Bought it for my YI action camera and confirmed that 4K videos record really well with no stuttering. Read and write speeds are on par with the segment. Recommended!,5.0 out of 5 stars
308,  Thing I really like the storage is what appears on the package ... With other companies is it's always less than what is written on The package... Truly value for money.,5.0 out of 5 stars
309,  Storage available 59.6 GB out of 64 GBRead speed 100 MBpsWrite speed 60 MBps,5.0 out of 5 stars
310,  Using it for Samsung Gear 360 and the Evo Plus Grade 3 Class 10 is ultra fast in speed which can easily record 4k (Ultra HD) Video.,5.0 out of 5 stars
311,  Disappointment and Dissatisfaction.How come you buy a 64 GB memory card and get only 59.9 GB Storage .... makes no sense!,2.0 out of 5 stars
312,"  I was using a Kingston card, and that went kaput during a travel trip. After that I was careful with which brand to go for, and since I have a Samsung, I decided on a same brand card. Great buy",5.0 out of 5 stars
313,"  First of all this comes with a card reader, which is great! Writing and reading speeds are very good. I have used this with my Osmo Action Cam, did not face any issues with it. Would recommend it!",5.0 out of 5 stars
314,  This product handles lot of read writes. I had formatted this card as internal card and I did not see any lag on my phone.,5.0 out of 5 stars
315,"  Received the micro SD card in time.Packing was good, and found no damage.Plug and play. Working fast.I am satisfied with this purchase.",5.0 out of 5 stars
316,"  In low price, this is good for our phone, it speed is 20mbps reading and 5mbps writing, if you want to record full hd video in external memory then please don't buy this, you can go for XHC class 3 memory card",5.0 out of 5 stars
317,  You would get write speed of 20MB/s. Read Speed is around 90MB/s. You can copy a one gb movie in about 30 seconds on average. You may not get the maximum write speed if you are copying folders with too many files and subfolders. But single files like movies are copied pretty fast.,4.0 out of 5 stars
318,  BEST PRODUCT . I TRANSFERRED 118 GB DATA TO THIS CARD .IT IS A REAL MEMORY  CARD..INITIALLY TRASFER SPEED IS 17 MB /s ..BUT SOMETIMES DECREASE TO 10 MB /  I TRANSFERRED ONE HUGE FILE AT A TIME .BUT WHEN YOU SEND MULTIPLE DATA AT A TIME..TRASFER SPEED IS 4MB/s This card should have 50 MB/s..speed..,4.0 out of 5 stars
319,"  I've purchased this product for the 2nd time as I bought it for my mother's phone 2 years back and it's still running fine, the transfer speed very fast. You get almost 60gb of storage, at least on my phone which is pretty decent. Looking at the quality the price is also adequate.",4.0 out of 5 stars
320,  Excellent for Storage. We can expand our phone memory up to 512 GB using Samsung SD card. It has 10 year warranty which is attractive.,5.0 out of 5 stars
321,"  it gives me around 70-83mbps read speed in my poco f1 and 45-60mbps writing speed, really amazing. it is little bit of costier than strontium & sandisc,  but i choose it for service center of Samsung easier to find. i got 119.22gb out of 128gb thats good.",5.0 out of 5 stars
322,  I Have Original Samsung Note 9 Note 10 Series And Note 20 Series S-Pen In Samsung Oem Box With Working Bluetooth inside Pen Any One Want Contact Me @  sgnotexx@gmail.comImport From UK Sell At Genuine Price,5.0 out of 5 stars
323,"  This is my second purchase. The memory card is easy to install. N has 64GB available for storage. It is fast when used. Overall, it's value for money.",5.0 out of 5 stars
324,  A go for card to have for your digital camera or phone.pretty fast and cheaper than Sandisk.I didn't face any problems til now.,5.0 out of 5 stars
325,  Worst product duplicate one,1.0 out of 5 stars
326,"  In the product description they have written read and write speed of 100/90 MBPS,meanwhile the card I recieved the packaging says write speed of 60 MBPS. This card is from New Zealand and imported By samsug India. Feeling bit dicey of the card is original or not.",3.0 out of 5 stars
327,  Usable storage is 63.99GB. its awesome.I have scandisc 64 gb card and 59.9gb available on it.Uploading speed is not as much as i expected. But its ok.,5.0 out of 5 stars
328,  I've ordered this same one an year back which was failed (became read-only and unable to format). Now it's working fine. I'll update if this one fails too.,4.0 out of 5 stars
329,  The total available storage space is 61GB . What about other 3GB? For what reason 3GB is getting utilized? This is not good.,5.0 out of 5 stars
330,  Nothing outstanding. Speed is great as it should be as it is a grade 3 product. Been using it for 3 months and still serves what it is designed for. No lags in high resolution videos.,5.0 out of 5 stars
331,  👍Quite good and speedy product.🤏 A bit costly though.👍Above average though.,5.0 out of 5 stars
332,  As always getting a original product from AMAZON (Samsung memory card no cheat). Good speed and quality. storage as per company considers 1gb=1000mb I get 59.59 gb out of 64gb.,5.0 out of 5 stars
333,  I bought Samsung 128 gn evo plus memory card along with Samsung tab a 2019 edition. Both work together as a beast. Fast file transfer speeds. Thank you.,5.0 out of 5 stars
334,  Perfect for expanding storage on your mobile phone. Shows 128.04 GB on my phone storage settings.,5.0 out of 5 stars
335,"  Sdhc card with adopter, easy to install, 128GB with festive offer. Feels good buy. Detected in Laptop easily without trouble. Writing speed is around 80-90mbps, reading speed not checked.",5.0 out of 5 stars
336,  Yesterday I received this SD-Card and it's working fine and nice I tend to avoid SD-Card from Samsung cause they sometimes conflict with some electric devices and aren't very compatible with but if you're using just for expanding storage of your mobile then it's fine go ahead and order it and you'll be satisfied.,5.0 out of 5 stars
337,"  Product was delevered on time and this is genuine, perfectly functional but got to say that packing is so unreliable. Shocked the moment i saw the packeg but lucky the product survived.Still the product works fine and perfect",4.0 out of 5 stars
338,  Best memory card in 800 INR .i am getting 30-25 MBPS of write speed which is good .It  is working fine as i expected. I have moved all data from my internal storage to sd card.now my device working perfectly.,5.0 out of 5 stars
339,  Product is fake I have read the reviews for this card it's good one but this product is fake it was showing the full capacity 119gb after I format that card and the speed benchmark is also not matched with the original samsung evo plus banchmark.,1.0 out of 5 stars
340,  Purchased Samsung EVO Plus Grade 3 Class 10 128GB MicroSDXC Memory Cardalong with SPINCART 3-in-1 Card Reader USB 3.0Attached screenshot shows that it performs far poorer than claimed performance.,2.0 out of 5 stars
341,"  Using it for car dashcam, it's been month, so far it is running fine.After a year of usage we will know the real quality of the memory card and it is too early to give my judment with 30 days of usage, however it is working as expected with 30 days of usage",5.0 out of 5 stars
342,  Samsung is always samsung no doubtBecause they will provide Quality material hats up.  I bought it Rs.1299/- Value for money.,5.0 out of 5 stars
343,"  100% storage capacityI ordered for 64gb and getting 64gb for use, Effective writing speed",5.0 out of 5 stars
344,"  Card is original. And it performed like an original EVO+ does. Reliable & fast. 18mbps write speed till 119.6GB (started at 24mbps). 10 years samsung warranty. But beware, too many fakes in the market. Buy from ""fulfilled by Amazon"" only",5.0 out of 5 stars
345,  I ordered it few months back.and now i thought can write a review abt it.well its working superb no problem till now it has been 6months.in short value for money,5.0 out of 5 stars
346,  I dont know abt others...but I am using this card on S7 edge and it Works totaly fine...thumbs up to the team amazon and as well the seller.,5.0 out of 5 stars
347,"  I have bought it again... Its awesome... just go for it... and the seller ""Appario Retail private ltd"" is also great because they provide original products with latest manufacturering dates.",5.0 out of 5 stars
348,  Great Deal. Specially Grade 3 Memory card at this price provided by Samsung. Ideal for Samsung devices. I bought it for 4k recording which it supports absolutely. Comparatively found cheap on Amazon.,5.0 out of 5 stars
349,  Samsung always the best company. Memory card speed is very fast. Out of 128 GB you will get 119 GB to use. Nice!,5.0 out of 5 stars
350,"  A standard micro sd card which does pretty much what it says, provide 128GB of storage. It is compatible with mobile phones and also camcorders (I use it with a GoPro Hero 7). Also, it comes with an attachment which can be used to plug it with a PC using a USB and transfer data.",5.0 out of 5 stars
351,  This time I am very happy with the delivery because it generally takes 3 4 day minimum to deliver at my location but for this product it was next day delivery.Card is very good too.,5.0 out of 5 stars
352,  I am using samsung 32gb U1 memory card and now after 2 1/2 year this is get corrupted... i visited customer care office they said i have to pay extra for repairing this and will require 20 days atleast..I think this is totally crap... Poor service by samsung.Think twice before buying it.,2.0 out of 5 stars
353,  It's genuine quality product. Speed is limited by the speed of the device since most mobiles are UHS 1 rated only,5.0 out of 5 stars
354,  Awesome 64gb micro SD card.Value for money.Storage capacity is good.Working great in my phone.,5.0 out of 5 stars
355,"  Nice product, but we need to check the device capacity, as many devices are compatible only for 32 GB memory card",4.0 out of 5 stars
356,  The memory card was delivered on time the write and read speeds are as expected using it in my mobile and works completely as expected.This is a nice product! Works completely fine.,5.0 out of 5 stars
357,"  Samsung has never compromised in quality and durability. Bought in Amazon during Diwali sales for Rs. 499. Very good product, you will get around 29 GB storage out of 32 GB. Just go for it!",5.0 out of 5 stars
358,  I have been using this card for 5- 6 months now until now its performing well. The transfer speed is amazing like i have never seen before. Just buy it don't think too much.,4.0 out of 5 stars
359,  Jelps excellently expand storage on smartphone that supports 64GB memory card. Using it with my realme 1 phone since i bought year back and working as expected.,5.0 out of 5 stars
360,  Its a total waste of money as it doesnot fits in all andrioed phones . its limited to specific type of andrioed models .,1.0 out of 5 stars
361,"  I have used Samsung SD cards earlier. Build quality is really good, looks good and its price may not be cheap but trust me its reasonable",4.0 out of 5 stars
362,  I always prefer Samsung Micro SD Cards as they have a long life and perfoms well. I have been using one since past 6 years without any issue.,5.0 out of 5 stars
363,"  It works great (and it's fast), but most importantly it came with a microSD to SD adapter (I don't think that maybe the case with SanDisk, can't confirm)!",5.0 out of 5 stars
364,"  Received on time, easy to install and working fine in my new mobile phone for the past few months.  Would recommend a buy.",5.0 out of 5 stars
365,  After a 1 year use the 128gb memory card is dead now I need to replace it warranty but for that they asking for bill can provide me a soft copy bill of the product so I can replace,5.0 out of 5 stars
366,  awesome memory card bought it for 699 lighting deal Super fast read/write speed I was a little confused which memory card to buy sandisk or samsung but now I'm happy that I choose samsung and also genuine memory card Cloudtail awesome seller!!!! thanks cloud tail,5.0 out of 5 stars
367,  I bought the memory card to use with my Galaxy S9+ in Dec 2019 and so far it been over a month and the memory card works well and is fast enough for daily use and 4k video recording.Overall a great buy for a good price.I would easily reccomend it to anyone buying a new memory card for their phone.,5.0 out of 5 stars
368,  Its niceSpeed is awesome i copy paste 400pics injust 50sec to this memory cardSamsung is samsungWorthy buy,5.0 out of 5 stars
369,  Last 3 years I was using SAMSUNG Memory card 32gb that also ordered from Amazon and 32gb I given to my bro. N now I ordered 64gb and since ordered I m using it. It's very good and functional also 64gb is High Speed.,5.0 out of 5 stars
370,  I have purchased but the product is not working and I am trying to return but there is no option of return.,1.0 out of 5 stars
371,  #Made in Korea (made in Philippians as per product description). Typed and cut pieces of paper pasted to shield the product. Read and write speed is less than 20mbps.Its a fake product.,1.0 out of 5 stars
372,"  I purchased the Samsung 256 GB memory card from Amazon.  Within 2 years, it is not working. Its cost was Rs. 8500/- Now customer care is not giving replacement  or refund",1.0 out of 5 stars
373,  I don't think there's much to say about it. Same as to any other 32GB microSD card.,4.0 out of 5 stars
374,  First of all I received damage box condition.then I decided replace it ..I received today . Samsung memory 128 GB . With complete covered by the cartoon box which is protect for the memory card .Thanks for the Amazon.Available capacity 127.09gb which  higher then other memory card.,5.0 out of 5 stars
375,  Poor payment gateway and poor customer support. Order cancelled due to poor payment in March 2020 and ordered another one. After making so many requests to customer support. In this June 2020 they revived cancellation. My order was in the air all these days.,3.0 out of 5 stars
376,  The product is good at its price and is working fine so far in mu Samsung 8 Mobile phone. I have no means of assessing its technical parameters such as speed etc. Life would be known later,3.0 out of 5 stars
377,  The total storage is very satisfactory. I don't face any problem with this product. Best in the range,5.0 out of 5 stars
378,"  Everything was great, shipping, packaging, delivery and the product itself, easy to install, gives plenty of storage, shoot as many photos as you want, and videos and there's still plenty of space for more.",5.0 out of 5 stars
379,"  Well...Here is thing about this card , if you happen to be lukcy and your seller is genuine . you will get all the claims by this card(60 write and 90 read) and is really a fantastic storage upgrade . But if you get a duplicate one..I am sorry.",5.0 out of 5 stars
380,"  The card was working fine in my Samsung phone but on inserting it in my MI phone it had some compatibility issues in the first time. I had to format the SD card, insert the card and resave all the backup.",4.0 out of 5 stars
381,  U3 speed was amazing... A1 was gimmick... but U3 was really speedy.. you see the difference in copy/paste or move to files....,5.0 out of 5 stars
382,"  Copied few movies (2 to 4 GBs in size) through my laptops card slot. Consistently got transfer speed > 60 MB/s. Please note that read speed of the drive from which you are copying also matters. My laptop has SSD, so the card worked as per its capacity.",5.0 out of 5 stars
383,"  Good product from Samsung...Only concern is the price.., Can reduce little bit. Otherwise everything is fine & good...Packing was really nice., Memory card adaptor is good.... 👍👍👍👍",5.0 out of 5 stars
384,  Samsung memory cards are always durable and best for mobile device.,5.0 out of 5 stars
385,  This samsung storage system is just awesome in reading speed( transferring files) it's also shock proof. Excellent,5.0 out of 5 stars
386,  Data storage in mobiles is very important these days. This is a genuine product. Works as described. I am using it for my galaxy m30.,5.0 out of 5 stars
387,"  Good, Genuine product..Initially got the product which was damagedbut the AMAZON CUSTOMER SERVICE was so cooperative that they issued replacement when I contacted them.. Now the New Product is Working Superb...Best Online platform to Shop",5.0 out of 5 stars
388,"  The product was already opened from one of the side when I recieved it and and when I used it It performed very well only for 3-4 hours then when I transfer my whole media, photos etc to it. It refuses to move, copy and delete the media in it and freezes my whole phone.",1.0 out of 5 stars
389,  The product is of very high quality. It will give under 119GB as a usable space.It's made in Philippines. I'm using this card on my Samsung note 9 phone.,5.0 out of 5 stars
390,  First of all no warranty card is given. Secondly bill was blury or not printed carefully. Please send the bill to the email id.,3.0 out of 5 stars
391,  I don't know it is smasung fault or amazone fault but Currepted  memory card recevied  if star rating in minus  I have given minus 5 of this product .,1.0 out of 5 stars
392,  Its a storage card. stores all your stuff. Ive bought 3 till now. no issues with them. prefer samsung over sandisk for some reason.,5.0 out of 5 stars
393,"  has a very fast transfering capacity and you can eazily use it and is really cheap as compared to other these kind of high quality memory cards.i recemment you to buy.if useful,tap yes",5.0 out of 5 stars
394,"  32GB isn’t huge storage space, but yes for price it’s worth it. It’s cheap. Had to get one as my audio recorder doesn’t support any higher storage.",5.0 out of 5 stars
395,  This is a good item made of good plastic. It matches the description of the seller. I'm happy with the item,5.0 out of 5 stars
396,  Memory is only 59 gb out of 64 gb..wch is disappointing...also in memory already music n video folder was there....not value for money...kam chalao type memory card,4.0 out of 5 stars
397,  This Memory Card is Very Good.यह प्रोडक्ट बहुत ही अच्छा हैं ! अगर आप इसका Unboxing & Review देखना चाहते हैं तो आप मेरे Youtube Channel पर जा सकते हैं | मेरे Youtube Channel का Name हैं (Uttam Agrawal).,5.0 out of 5 stars
398,"  Speed is good and perfect, I am using it with DSLR camera with adapter and perfect",5.0 out of 5 stars
